,yFT,y_sign
116,0.3069657363500487,1
117,-0.40207632797301457,0
118,1.0565244900630013,1
119,-0.1589761916336786,0
120,-0.24000957041345725,0
121,-0.13871784693873393,0
122,-0.0982011575488446,1
123,-0.40207632797301457,0
124,-0.24000957041345725,0
125,-0.3210429491932359,0
126,-0.11845950224378926,0
127,-0.1589761916336786,0
128,-0.48310970675279324,0
129,0.20567401287532536,1
130,-0.3210429491932359,0
131,-0.3413012938881806,0
132,-0.24000957041345725,0
133,-0.46285136205784855,0
134,-0.21975122571851258,0
135,-0.21975122571851258,0
136,-0.28052625980334656,0
137,0.10438228940060204,1
138,-0.21975122571851258,0
139,-0.11845950224378926,0
140,-0.30078460449829125,0
141,-0.4425930173629039,0
142,0.10438228940060204,1
143,-0.3413012938881806,0
144,1.4819497286568393,1
145,0.2461907022652147,1
146,-0.5844014302275166,0
147,-0.1589761916336786,0
148,-0.13871784693873393,0
149,-0.24000957041345725,0
150,0.6716159408590527,1
151,0.08412394470565737,1
152,-0.4223346726679592,0
153,-1.0098266688213544,0
154,-0.057684468158955275,1
155,-0.2602679151084019,0
156,-0.057684468158955275,1
157,-0.057684468158955275,1
158,-0.2602679151084019,0
159,-0.13871784693873393,0
160,-0.48310970675279324,0
161,-0.13871784693873393,0
162,-0.28052625980334656,0
163,0.8134243537236654,1
164,-0.24000957041345725,0
165,-0.1589761916336786,0
166,0.408257459824772,1
167,-0.13871784693873393,0
168,-0.36155963858312523,0
169,-0.1994928810235679,0
170,-0.037426123464010606,1
171,-0.4223346726679592,0
172,-0.40207632797301457,0
173,1.076782834757946,1
174,-0.3818179832780699,0
175,0.6716159408590527,1
176,-0.30078460449829125,0
177,0.14489897879049138,1
178,1.6642748309113413,1
179,-0.48310970675279324,0
180,-0.4223346726679592,0
181,-0.7869848771769631,0
182,-0.5236263961426826,0
183,-0.48310970675279324,0
184,-0.40207632797301457,0
185,-0.4223346726679592,0
186,0.6918742855539973,1
187,-0.7059514983971844,0
188,-0.1994928810235679,0
189,-0.17923453632862327,0
190,-0.5641430855325719,0
191,-0.1589761916336786,0
192,0.590582562079274,1
193,-0.21975122571851258,0
194,-0.5641430855325719,0
195,0.347482425739938,1
196,1.684533175606286,1
197,0.023348910620823383,1
198,-0.4223346726679592,0
199,1.1375578688427799,1
200,-0.48310970675279324,0
201,1.0362661453680566,1
202,-0.5438847408376272,0
203,-0.4425930173629039,0
204,-0.46285136205784855,0
205,-0.0982011575488446,1
206,-0.21975122571851258,0
207,0.04360725531576805,1
208,-0.28052625980334656,0
209,-0.6046597749224611,0
210,-0.17923453632862327,0
211,-0.40207632797301457,0
212,-0.3413012938881806,0
213,-0.3210429491932359,0
214,0.3069657363500487,1
215,-0.2602679151084019,0
216,0.06386560001071272,1
217,-0.36155963858312523,0
218,0.5500658726893847,1
219,0.12464063409554671,1
220,-0.40207632797301457,0
221,-0.1994928810235679,0
222,-0.30078460449829125,0
223,0.08412394470565737,1
224,-0.5236263961426826,0
225,0.04360725531576805,1
226,-0.17923453632862327,0
227,0.023348910620823383,1
228,-0.1994928810235679,0
229,-0.46285136205784855,0
230,0.00309056592587872,1
231,-0.3818179832780699,0
232,-0.5236263961426826,0
233,-0.30078460449829125,0
234,-0.48310970675279324,0
235,-0.2602679151084019,0
236,0.10438228940060204,1
237,-0.3413012938881806,0
238,-0.48310970675279324,0
239,-0.017167778769065944,1
240,-0.3818179832780699,0
241,0.8539410431135547,1
242,-0.1994928810235679,0
243,0.00309056592587872,1
244,-0.6046597749224611,0
245,-0.2602679151084019,0
246,0.9957494559781673,1
247,-0.28052625980334656,0
248,-0.40207632797301457,0
249,0.6108409067742187,1
250,-0.3818179832780699,0
251,0.6310992514691633,1
252,-0.5033680514477379,0
253,-0.6249181196174058,0
254,0.6108409067742187,1
255,-0.3210429491932359,0
256,-0.24000957041345725,0
257,-0.3413012938881806,0
258,-0.3210429491932359,0
259,-0.21975122571851258,0
260,-0.3210429491932359,0
261,0.04360725531576805,1
262,-0.1589761916336786,0
263,-0.3413012938881806,0
264,0.9349744218933334,1
265,-0.17923453632862327,0
266,-0.40207632797301457,0
267,-0.5641430855325719,0
268,-0.3413012938881806,0
269,0.1854156681803807,1
270,-0.28052625980334656,0
271,0.651357596164108,1
272,0.12464063409554671,1
273,-0.7059514983971844,0
274,0.08412394470565737,1
275,-0.11845950224378926,0
276,-0.21975122571851258,0
277,0.08412394470565737,1
278,-0.13871784693873393,0
279,-0.11845950224378926,0
280,-0.5438847408376272,0
281,2.5759003421838513,1
282,-0.1994928810235679,0
283,-0.5033680514477379,0
284,-0.48310970675279324,0
285,-0.5641430855325719,0
286,0.44877414921466136,1
287,0.023348910620823383,1
288,-0.6046597749224611,0
289,-0.5236263961426826,0
290,0.06386560001071272,1
291,0.6108409067742187,1
292,-0.0982011575488446,1
293,0.52980752799444,1
294,1.502208073351784,1
295,-0.017167778769065944,1
296,0.10438228940060204,1
297,-0.28052625980334656,0
298,0.408257459824772,1
299,-0.1589761916336786,0
300,-0.5641430855325719,0
301,-0.8072432218719078,0
302,-0.3818179832780699,0
303,-0.28052625980334656,0
304,0.04360725531576805,1
305,-0.5438847408376272,0
306,-0.11845950224378926,0
307,-0.11845950224378926,0
308,-0.4223346726679592,0
309,0.04360725531576805,1
310,0.12464063409554671,1
311,-0.2602679151084019,0
312,-0.3818179832780699,0
313,-0.28052625980334656,0
314,-0.3413012938881806,0
315,0.9147160771983887,1
316,-0.9490516347365204,0
317,0.2461907022652147,1
318,0.347482425739938,1
319,-0.24000957041345725,0
320,0.286707391655104,1
321,0.2461907022652147,1
322,-0.017167778769065944,1
323,-0.40207632797301457,0
324,0.20567401287532536,1
325,-0.30078460449829125,0
326,-0.3210429491932359,0
327,1.0970411794528907,1
328,0.06386560001071272,1
329,-0.057684468158955275,1
330,-0.40207632797301457,0
331,0.22593235757027003,1
332,-0.4425930173629039,0
333,-0.11845950224378926,0
334,2.0289250354203454,1
335,0.023348910620823383,1
336,0.26644904696015936,1
337,0.023348910620823383,1
338,2.697450410353519,1
339,-0.7059514983971844,0
340,-0.5641430855325719,0
341,-0.3818179832780699,0
342,-0.5438847408376272,0
343,-0.36155963858312523,0
344,-0.6046597749224611,0
345,-0.28052625980334656,0
346,-0.6451764643123505,0
347,-0.13871784693873393,0
348,-0.17923453632862327,0
349,0.04360725531576805,1
350,-0.36155963858312523,0
351,-0.5033680514477379,0
352,0.023348910620823383,1
353,-0.3413012938881806,0
354,-0.3413012938881806,0
355,-0.5033680514477379,0
356,-0.7262098430921291,0
357,-0.3413012938881806,0
358,-0.46285136205784855,0
359,-0.1589761916336786,0
360,1.623758141521452,1
361,-0.0982011575488446,1
362,-0.40207632797301457,0
363,-0.36155963858312523,0
364,-0.28052625980334656,0
365,-0.6249181196174058,0
366,0.1854156681803807,1
367,-0.40207632797301457,0
368,-0.3818179832780699,0
369,-0.5236263961426826,0
370,-0.9490516347365204,0
371,-0.28052625980334656,0
372,-1.030085013516299,0
373,-0.5844014302275166,0
374,-0.17923453632862327,0
375,-0.28052625980334656,0
376,-0.11845950224378926,0
377,5.553877012340716,1
378,-0.037426123464010606,1
379,0.023348910620823383,1
380,-0.11845950224378926,0
381,1.2185912476225587,1
382,-0.28052625980334656,0
383,-0.017167778769065944,1
384,0.08412394470565737,1
385,-0.17923453632862327,0
386,-0.4223346726679592,0
387,-0.30078460449829125,0
388,0.04360725531576805,1
389,-0.4223346726679592,0
390,1.3603996604871713,1
391,-0.28052625980334656,0
392,-0.1589761916336786,0
393,0.04360725531576805,1
394,-0.6046597749224611,0
395,-0.0982011575488446,1
396,-0.6856931537022398,0
397,-0.4425930173629039,0
398,-0.9287932900415757,0
399,-0.6046597749224611,0
400,1.8871166225557325,1
401,-0.36155963858312523,0
402,-0.48310970675279324,0
403,-0.1994928810235679,0
404,0.3879991151298273,1
405,-0.3210429491932359,0
406,-0.037426123464010606,1
407,-0.5641430855325719,0
408,-0.0982011575488446,1
409,-0.6654348090072951,0
410,-0.3210429491932359,0
411,-0.46285136205784855,0
412,-0.4425930173629039,0
413,-0.46285136205784855,0
414,-0.037426123464010606,1
415,0.12464063409554671,1
416,-0.11845950224378926,0
417,-0.17923453632862327,0
418,-0.40207632797301457,0
419,0.023348910620823383,1
420,0.04360725531576805,1
421,1.806083243775954,1
422,0.6108409067742187,1
423,-0.2602679151084019,0
424,-0.48310970675279324,0
425,0.712132630248942,1
426,0.894457732503444,1
427,-0.17923453632862327,0
428,-0.3210429491932359,0
429,0.2461907022652147,1
430,-0.037426123464010606,1
431,0.52980752799444,1
432,-0.6856931537022398,0
433,-0.17923453632862327,0
434,-0.6046597749224611,0
435,-0.6249181196174058,0
436,-0.24000957041345725,0
437,-0.24000957041345725,0
438,-0.6451764643123505,0
439,-0.30078460449829125,0
440,-0.5641430855325719,0
441,2.697450410353519,1
442,0.16515732348543602,1
443,-0.5438847408376272,0
444,0.04360725531576805,1
445,1.380658005182116,1
446,-0.36155963858312523,0
447,-0.36155963858312523,0
448,-0.07794281285389994,1
449,0.712132630248942,1
450,0.023348910620823383,1
451,-0.48310970675279324,0
452,-0.8680182559567418,0
453,2.5556419974889066,1
454,-0.5033680514477379,0
455,0.04360725531576805,1
456,-0.7262098430921291,0
457,-0.3413012938881806,0
458,-0.36155963858312523,0
459,-0.30078460449829125,0
460,-0.11845950224378926,0
461,-0.36155963858312523,0
462,-0.46285136205784855,0
463,0.00309056592587872,1
464,-0.3210429491932359,0
465,-0.17923453632862327,0
466,0.6310992514691633,1
467,2.0289250354203454,1
468,0.7526493196388314,1
469,-0.017167778769065944,1
470,-0.5236263961426826,0
471,1.5224664180467287,1
472,-0.13871784693873393,0
473,0.14489897879049138,1
474,0.83368269841861,1
475,-0.1994928810235679,0
476,-0.1994928810235679,0
477,-0.24000957041345725,0
478,-0.36155963858312523,0
479,-0.5438847408376272,0
480,0.00309056592587872,1
481,-0.21975122571851258,0
482,0.5703242173843294,1
483,-0.24000957041345725,0
484,-0.30078460449829125,0
485,-0.3210429491932359,0
486,-0.0982011575488446,1
487,-0.0982011575488446,1
488,0.14489897879049138,1
489,0.83368269841861,1
490,-0.28052625980334656,0
491,0.023348910620823383,1
492,-0.057684468158955275,1
493,-0.07794281285389994,1
494,-0.24000957041345725,0
495,-0.5033680514477379,0
496,-0.13871784693873393,0
497,-0.1994928810235679,0
498,-0.3818179832780699,0
499,-0.1589761916336786,0
500,-0.1589761916336786,0
501,-0.017167778769065944,1
502,-0.6856931537022398,0
503,-0.3210429491932359,0
504,-0.1994928810235679,0
505,0.08412394470565737,1
506,-0.0982011575488446,1
507,-0.3210429491932359,0
508,-0.11845950224378926,0
509,0.14489897879049138,1
510,1.968150001335511,1
511,-0.1994928810235679,0
512,0.20567401287532536,1
513,-0.24000957041345725,0
514,-0.037426123464010606,1
515,0.1854156681803807,1
516,-0.30078460449829125,0
517,-0.1589761916336786,0
518,-0.2602679151084019,0
519,1.7655665543860646,1
520,0.651357596164108,1
521,1.7858248990810093,1
522,-0.2602679151084019,0
523,-0.2602679151084019,0
524,-0.2602679151084019,0
525,-0.07794281285389994,1
526,-0.3818179832780699,0
527,-0.36155963858312523,0
528,-0.07794281285389994,1
529,0.08412394470565737,1
530,-0.28052625980334656,0
531,-0.3413012938881806,0
532,-0.4223346726679592,0
533,-0.1589761916336786,0
534,-0.21975122571851258,0
535,-0.36155963858312523,0
536,-0.40207632797301457,0
537,-0.3210429491932359,0
538,-0.17923453632862327,0
539,-0.5438847408376272,0
540,-0.7464681877870738,0
541,-0.07794281285389994,1
542,2.636675376268685,1
543,0.3069657363500487,1
544,-0.3210429491932359,0
545,0.32722408104499334,1
546,0.3879991151298273,1
547,-0.11845950224378926,0
548,-0.4425930173629039,0
549,-0.46285136205784855,0
550,-0.28052625980334656,0
551,-0.17923453632862327,0
552,0.9957494559781673,1
553,-0.3818179832780699,0
554,-0.28052625980334656,0
555,-0.3413012938881806,0
556,-0.3413012938881806,0
557,-0.4425930173629039,0
558,0.16515732348543602,1
559,-0.3413012938881806,0
560,-0.13871784693873393,0
561,-0.17923453632862327,0
562,0.7526493196388314,1
563,0.04360725531576805,1
564,1.1780745582326693,1
565,-0.3818179832780699,0
566,-0.3413012938881806,0
567,-0.2602679151084019,0
568,-0.017167778769065944,1
569,0.16515732348543602,1
570,-0.1589761916336786,0
571,-0.8275015665668525,0
572,-0.2602679151084019,0
573,-0.5236263961426826,0
574,-0.3210429491932359,0
575,-0.28052625980334656,0
576,-0.0982011575488446,1
577,-0.46285136205784855,0
578,-0.7667265324820185,0
579,-0.07794281285389994,1
580,-0.40207632797301457,0
581,0.00309056592587872,1
582,2.1909917929799025,1
583,-0.3210429491932359,0
584,0.26644904696015936,1
585,0.08412394470565737,1
586,-0.3818179832780699,0
587,2.0694417248102344,1
588,-1.1718934263809118,0
589,3.1431339936423015,1
590,-0.28052625980334656,0
591,0.14489897879049138,1
592,-0.3818179832780699,0
593,1.9884083460304558,1
594,-0.17923453632862327,0
595,-0.07794281285389994,1
596,0.12464063409554671,1
597,0.26644904696015936,1
598,-0.1589761916336786,0
599,-0.4425930173629039,0
600,-0.3210429491932359,0
601,-0.07794281285389994,1
602,-0.13871784693873393,0
603,0.04360725531576805,1
604,-0.1589761916336786,0
605,-0.7262098430921291,0
606,-0.037426123464010606,1
607,-0.7262098430921291,0
608,-0.40207632797301457,0
609,-0.3210429491932359,0
610,0.023348910620823383,1
611,-0.4425930173629039,0
612,-0.48310970675279324,0
613,17.749400518697403,1
614,-0.6046597749224611,0
615,-0.5438847408376272,0
616,-0.13871784693873393,0
617,0.2461907022652147,1
618,-0.2602679151084019,0
619,0.1854156681803807,1
620,0.3879991151298273,1
621,-0.4223346726679592,0
622,-0.30078460449829125,0
623,-0.24000957041345725,0
624,-0.28052625980334656,0
625,-0.30078460449829125,0
626,-0.4223346726679592,0
627,0.14489897879049138,1
628,-0.1994928810235679,0
629,-0.017167778769065944,1
630,-0.28052625980334656,0
631,4.621993156373263,1
632,-0.0982011575488446,1
633,-0.17923453632862327,0
634,0.712132630248942,1
635,-0.21975122571851258,0
636,0.48929083860455064,1
637,0.20567401287532536,1
638,-0.3413012938881806,0
639,0.26644904696015936,1
640,-0.057684468158955275,1
641,0.04360725531576805,1
642,0.894457732503444,1
643,-0.46285136205784855,0
644,-0.7262098430921291,0
645,-0.057684468158955275,1
646,-0.5844014302275166,0
647,-0.4223346726679592,0
648,-0.13871784693873393,0
649,-0.28052625980334656,0
650,-0.1994928810235679,0
651,0.3069657363500487,1
652,-0.5236263961426826,0
653,-0.07794281285389994,1
654,-0.6654348090072951,0
655,-0.1994928810235679,0
656,-0.2602679151084019,0
657,-0.017167778769065944,1
658,0.3069657363500487,1
659,0.00309056592587872,1
660,-0.30078460449829125,0
661,-0.48310970675279324,0
662,-0.4425930173629039,0
663,-0.037426123464010606,1
664,-0.30078460449829125,0
665,-0.4223346726679592,0
666,-0.36155963858312523,0
667,-0.4425930173629039,0
668,-0.3413012938881806,0
669,-0.7869848771769631,0
670,-0.3818179832780699,0
671,1.9478916566405666,1
672,0.8134243537236654,1
673,-0.5236263961426826,0
674,0.48929083860455064,1
675,-0.037426123464010606,1
676,-0.48310970675279324,0
677,-0.6249181196174058,0
678,-0.5844014302275166,0
679,-0.17923453632862327,0
680,5.391810254781159,1
681,0.772907664333776,1
682,0.9349744218933334,1
683,-0.48310970675279324,0
684,0.9957494559781673,1
685,-0.7667265324820185,0
686,0.06386560001071272,1
687,0.3879991151298273,1
688,-0.037426123464010606,1
689,0.3677407704348827,1
690,-0.21975122571851258,0
691,-0.7059514983971844,0
692,-0.6046597749224611,0
693,-0.1994928810235679,0
694,-0.30078460449829125,0
695,-0.30078460449829125,0
696,-0.4223346726679592,0
697,-0.30078460449829125,0
698,-0.28052625980334656,0
699,-0.8275015665668525,0
700,0.22593235757027003,1
701,0.286707391655104,1
702,-0.46285136205784855,0
703,3.386234129981638,1
704,-0.3210429491932359,0
705,-0.40207632797301457,0
706,-0.36155963858312523,0
707,19.917043401056482,1
708,-0.6856931537022398,0
709,0.651357596164108,1
710,-0.4223346726679592,0
711,-0.5641430855325719,0
712,-0.3210429491932359,0
713,-0.6856931537022398,0
714,0.00309056592587872,1
715,-0.5438847408376272,0
716,-0.28052625980334656,0
717,-0.21975122571851258,0
718,-0.13871784693873393,0
719,-0.5641430855325719,0
720,-0.2602679151084019,0
721,-0.3818179832780699,0
722,-0.28052625980334656,0
723,0.06386560001071272,1
724,-0.5033680514477379,0
725,-0.46285136205784855,0
726,-0.8882766006516865,0
727,-0.30078460449829125,0
728,-0.46285136205784855,0
729,-0.5438847408376272,0
730,0.10438228940060204,1
731,-0.13871784693873393,0
732,-0.3210429491932359,0
733,0.8741993878084994,1
734,-0.5438847408376272,0
735,16.027441219627107,1
736,-0.13871784693873393,0
737,-0.6451764643123505,0
738,0.9349744218933334,1
739,-0.0982011575488446,1
740,0.8741993878084994,1
741,0.3879991151298273,1
742,-0.07794281285389994,1
743,-0.17923453632862327,0
744,-0.5438847408376272,0
745,-0.46285136205784855,0
746,-0.7059514983971844,0
747,-0.4223346726679592,0
748,-0.3210429491932359,0
749,0.14489897879049138,1
750,0.48929083860455064,1
751,-0.40207632797301457,0
752,0.04360725531576805,1
753,0.12464063409554671,1
754,-0.057684468158955275,1
755,-0.3818179832780699,0
756,-0.057684468158955275,1
757,-0.30078460449829125,0
758,0.286707391655104,1
759,-0.24000957041345725,0
760,-0.1994928810235679,0
761,-0.3818179832780699,0
762,-0.36155963858312523,0
763,-0.30078460449829125,0
764,-0.13871784693873393,0
765,1.8668582778607878,1
766,-0.21975122571851258,0
767,-0.28052625980334656,0
768,-0.8072432218719078,0
769,-0.40207632797301457,0
770,-0.40207632797301457,0
771,-0.5033680514477379,0
772,-0.28052625980334656,0
773,0.9957494559781673,1
774,0.590582562079274,1
775,-0.13871784693873393,0
776,-0.3818179832780699,0
777,-0.6046597749224611,0
778,0.00309056592587872,1
779,-0.17923453632862327,0
780,-0.48310970675279324,0
781,-0.30078460449829125,0
782,0.16515732348543602,1
783,-0.17923453632862327,0
784,-0.36155963858312523,0
785,0.955232766588278,1
786,-0.13871784693873393,0
787,0.48929083860455064,1
788,-0.3210429491932359,0
789,-0.6046597749224611,0
790,-0.7262098430921291,0
791,-0.40207632797301457,0
792,-0.6451764643123505,0
793,-0.36155963858312523,0
794,-0.7464681877870738,0
795,-0.21975122571851258,0
796,-0.3818179832780699,0
797,0.5095491832994953,1
798,-0.40207632797301457,0
799,-0.36155963858312523,0
800,-0.5236263961426826,0
801,-0.5438847408376272,0
802,-0.13871784693873393,0
803,-0.4223346726679592,0
804,-0.48310970675279324,0
805,-0.7059514983971844,0
806,-0.30078460449829125,0
807,1.9478916566405666,1
808,-0.46285136205784855,0
809,-0.36155963858312523,0
810,0.023348910620823383,1
811,-0.3818179832780699,0
812,1.623758141521452,1
813,0.469032493909606,1
814,0.712132630248942,1
815,0.10438228940060204,1
816,0.7323909749438867,1
817,-0.3210429491932359,0
818,-0.3413012938881806,0
819,0.1854156681803807,1
820,-0.2602679151084019,0
821,-0.2602679151084019,0
822,-0.5844014302275166,0
823,-0.28052625980334656,0
824,-0.3413012938881806,0
825,-0.30078460449829125,0
826,-0.2602679151084019,0
827,-0.07794281285389994,1
828,0.5500658726893847,1
829,-0.3413012938881806,0
830,-0.6654348090072951,0
831,-0.30078460449829125,0
832,2.2112501376748472,1
833,2.6771920656585744,1
834,-0.5438847408376272,0
835,-0.17923453632862327,0
836,-0.4425930173629039,0
837,0.32722408104499334,1
838,0.14489897879049138,1
839,-0.2602679151084019,0
840,3.791401023880531,1
841,-0.6249181196174058,0
842,-0.4425930173629039,0
843,-0.3818179832780699,0
844,-0.5844014302275166,0
845,-0.5438847408376272,0
846,-0.24000957041345725,0
847,0.42851580451971666,1
848,2.697450410353519,1
849,-0.17923453632862327,0
850,-0.3413012938881806,0
851,0.00309056592587872,1
852,-0.30078460449829125,0
853,0.26644904696015936,1
854,-0.0982011575488446,1
855,0.10438228940060204,1
856,-0.46285136205784855,0
857,4.784059913932819,1
858,0.023348910620823383,1
859,-0.5033680514477379,0
860,-0.1994928810235679,0
861,-0.46285136205784855,0
862,-0.30078460449829125,0
863,1.2996246264023372,1
864,-0.4425930173629039,0
865,-0.3413012938881806,0
866,-0.6654348090072951,0
867,-0.1994928810235679,0
868,-0.36155963858312523,0
869,-0.48310970675279324,0
870,-0.48310970675279324,0
871,-0.3210429491932359,0
872,-0.037426123464010606,1
873,-0.7869848771769631,0
874,-0.6856931537022398,0
875,-0.30078460449829125,0
876,-0.1994928810235679,0
877,0.9349744218933334,1
878,0.347482425739938,1
879,0.651357596164108,1
880,0.00309056592587872,1
881,-0.6249181196174058,0
882,-0.21975122571851258,0
883,0.14489897879049138,1
884,-0.5033680514477379,0
885,-0.40207632797301457,0
886,-0.3210429491932359,0
887,-0.1589761916336786,0
888,1.7047915203012305,1
889,-0.30078460449829125,0
890,-0.5236263961426826,0
891,0.7931660090287207,1
892,1.1172995241478354,1
893,0.00309056592587872,1
894,-0.28052625980334656,0
895,-0.0982011575488446,1
896,-0.40207632797301457,0
897,0.3879991151298273,1
898,0.347482425739938,1
899,-0.2602679151084019,0
900,0.7526493196388314,1
901,-0.28052625980334656,0
902,-0.13871784693873393,0
903,-0.48310970675279324,0
904,-0.6046597749224611,0
905,-0.5033680514477379,0
906,-0.5033680514477379,0
907,-0.1994928810235679,0
908,6.728861004647507,1
909,-0.1994928810235679,0
910,-0.4425930173629039,0
911,1.0362661453680566,1
912,-0.24000957041345725,0
913,-0.40207632797301457,0
914,-0.9287932900415757,0
915,-0.3210429491932359,0
916,-0.13871784693873393,0
917,1.968150001335511,1
918,-0.24000957041345725,0
919,-0.3413012938881806,0
920,0.3069657363500487,1
921,-0.5033680514477379,0
922,-0.6654348090072951,0
923,0.14489897879049138,1
924,-0.4223346726679592,0
925,-0.5033680514477379,0
926,-0.24000957041345725,0
927,0.08412394470565737,1
928,-0.13871784693873393,0
929,-0.17923453632862327,0
930,-0.4223346726679592,0
931,0.32722408104499334,1
932,-0.017167778769065944,1
933,-0.24000957041345725,0
934,-0.7464681877870738,0
935,3.771142679185586,1
936,-0.4223346726679592,0
937,1.1172995241478354,1
938,1.9884083460304558,1
939,-0.057684468158955275,1
940,-0.3210429491932359,0
941,-0.40207632797301457,0
942,-0.17923453632862327,0
943,3.8926927473552544,1
944,-0.2602679151084019,0
945,-0.40207632797301457,0
946,-0.1589761916336786,0
947,-0.46285136205784855,0
948,-0.2602679151084019,0
949,0.1854156681803807,1
950,-0.36155963858312523,0
951,3.5280425428462503,1
952,0.10438228940060204,1
953,0.22593235757027003,1
954,-0.36155963858312523,0
955,3.062100614862523,1
956,-0.48310970675279324,0
957,-0.017167778769065944,1
958,-0.5033680514477379,0
959,0.14489897879049138,1
960,-0.17923453632862327,0
961,-0.21975122571851258,0
962,-0.4425930173629039,0
963,-0.6654348090072951,0
964,-0.17923453632862327,0
965,-0.24000957041345725,0
966,0.5095491832994953,1
967,-0.2602679151084019,0
968,-0.30078460449829125,0
969,-0.48310970675279324,0
970,0.20567401287532536,1
971,0.2461907022652147,1
972,-0.1589761916336786,0
973,0.00309056592587872,1
974,-0.1994928810235679,0
975,-0.24000957041345725,0
976,0.00309056592587872,1
977,-0.5641430855325719,0
978,0.08412394470565737,1
979,0.286707391655104,1
980,0.023348910620823383,1
981,0.10438228940060204,1
982,-0.24000957041345725,0
983,0.08412394470565737,1
984,-0.4425930173629039,0
985,2.6569337209636297,1
986,-0.3818179832780699,0
987,-0.017167778769065944,1
988,-0.40207632797301457,0
989,1.7655665543860646,1
990,0.16515732348543602,1
991,0.04360725531576805,1
992,-0.017167778769065944,1
993,-0.11845950224378926,0
994,-0.07794281285389994,1
995,-0.1589761916336786,0
996,-0.3210429491932359,0
997,-0.1589761916336786,0
998,-0.4223346726679592,0
999,-0.7464681877870738,0
1000,-0.0982011575488446,1
1001,-0.3413012938881806,0
1002,-0.3413012938881806,0
1003,0.2461907022652147,1
1004,-0.28052625980334656,0
1005,-0.5438847408376272,0
1006,-0.24000957041345725,0
1007,0.023348910620823383,1
1008,0.1854156681803807,1
1009,-0.1994928810235679,0
1010,-0.21975122571851258,0
1011,-0.5438847408376272,0
1012,0.5095491832994953,1
1013,-0.7869848771769631,0
1014,-0.11845950224378926,0
1015,-0.3210429491932359,0
1016,-0.1589761916336786,0
1017,-0.30078460449829125,0
1018,-0.8882766006516865,0
1019,-0.057684468158955275,1
1020,-0.2602679151084019,0
1021,-0.30078460449829125,0
1022,-0.5236263961426826,0
1023,-0.1994928810235679,0
