,arr_delay
1956,-20.0
1957,-8.0
1958,-12.0
1959,1.0
1960,-35.0
1961,-12.0
1962,-17.0
1963,-3.0
1964,-4.0
1965,0.0
1966,-17.0
1967,-12.0
1968,-23.0
1969,-1.0
1970,106.0
1971,366.0
1972,-6.0
1973,-15.0
1974,28.0
1975,-11.0
1976,-11.0
1977,-20.0
1978,87.0
1979,1.0
1980,1.0
1981,-13.0
1982,13.0
1983,-6.0
1984,-5.0
1985,57.0
1986,-16.0
1987,-20.0
1988,0.0
1989,-7.0
1990,27.0
1991,-8.0
1992,9.0
1993,5.0
1994,-11.0
1995,-3.0
1996,34.0
1997,6.0
1998,-14.0
1999,-13.0
2000,-17.0
2001,54.0
2002,-1.0
2003,2.0
2004,-9.0
2005,-12.0
2006,-14.0
2007,-13.0
2008,41.0
2009,-29.0
2010,48.0
2011,-17.0
2012,-19.0
2013,-10.0
2014,-14.0
2015,-28.0
2016,-39.0
2017,37.0
2018,11.0
2019,1.0
2020,62.0
2021,-17.0
2022,-26.0
2023,-1.0
2024,-14.0
2025,23.0
2026,-2.0
2027,86.0
2028,-9.0
2029,-6.0
2030,-4.0
2031,-7.0
2032,4.0
2033,-13.0
2034,94.0
2035,2.0
2036,-22.0
2037,-7.0
2038,-10.0
2039,-4.0
2040,-6.0
2041,-9.0
2042,26.0
2043,-12.0
2044,65.0
2045,18.0
2046,-2.0
2047,-6.0
2048,-18.0
2049,9.0
2050,-14.0
2051,-13.0
2052,39.0
2053,0.0
2054,-4.0
2055,115.0
2056,-14.0
2057,-1.0
2058,-17.0
2059,5.0
2060,7.0
2061,15.0
2062,-23.0
2063,1.0
2064,0.0
2065,47.0
2066,106.0
2067,-20.0
2068,27.0
2069,-35.0
2070,-13.0
2071,26.0
2072,19.0
2073,68.0
2074,-9.0
2075,111.0
2076,-4.0
2077,-19.0
2078,15.0
2079,-12.0
2080,-15.0
2081,13.0
2082,-4.0
2083,64.0
2084,-14.0
2085,-12.0
2086,-11.0
2087,7.0
2088,-6.0
2089,-11.0
2090,-6.0
2091,-12.0
2092,6.0
2093,-15.0
2094,-11.0
2095,2.0
2096,-18.0
2097,80.0
2098,7.0
2099,13.0
2100,46.0
2101,-9.0
2102,14.0
2103,105.0
2104,76.0
2105,27.0
2106,-18.0
2107,-21.0
2108,11.0
2109,21.0
2110,-5.0
2111,1.0
2112,-18.0
2113,-4.0
2114,-16.0
2115,-21.0
2116,-14.0
2117,-19.0
2118,-16.0
2119,-4.0
2120,-12.0
2121,45.0
2122,86.0
2123,-7.0
2124,-3.0
2125,2.0
2126,-18.0
2127,19.0
2128,-6.0
2129,-5.0
2130,-19.0
2131,-21.0
2132,51.0
2133,-19.0
2134,21.0
2135,-18.0
2136,-4.0
2137,-17.0
2138,-15.0
2139,-20.0
2140,8.0
2141,-11.0
2142,17.0
2143,-16.0
2144,-16.0
2145,-12.0
2146,-16.0
2147,46.0
2148,22.0
2149,22.0
2150,0.0
2151,12.0
2152,-17.0
2153,-16.0
2154,-17.0
2155,89.0
2156,6.0
2157,-2.0
2158,-9.0
2159,-15.0
2160,-13.0
2161,-32.0
2162,-4.0
2163,-5.0
2164,-6.0
2165,0.0
2166,-22.0
2167,-3.0
2168,0.0
2169,15.0
2170,11.0
2171,-11.0
2172,-22.0
2173,-16.0
2174,-10.0
2175,15.0
2176,-7.0
2177,-9.0
2178,-13.0
2179,1.0
2180,-27.0
2181,-22.0
2182,33.0
2183,3.0
2184,56.0
2185,-16.0
2186,-18.0
2187,-26.0
2188,-8.0
2189,15.0
2190,-9.0
2191,-26.0
2192,-10.0
2193,-13.0
2194,-13.0
2195,1.0
2196,-23.0
2197,-9.0
2198,-27.0
2199,-22.0
2200,-3.0
2201,-12.0
2202,101.0
2203,23.0
2204,25.0
2205,-6.0
2206,-3.0
2207,-6.0
2208,-4.0
2209,0.0
2210,-11.0
2211,-10.0
2212,-18.0
2213,-8.0
2214,
2215,-4.0
2216,-20.0
2217,-3.0
2218,-22.0
2219,0.0
2220,-25.0
2221,-14.0
2222,-7.0
2223,-6.0
2224,-1.0
2225,49.0
2226,-5.0
2227,274.0
2228,-18.0
2229,-21.0
2230,-19.0
2231,9.0
2232,-19.0
2233,-12.0
2234,-20.0
2235,-14.0
2236,-15.0
2237,-17.0
2238,-9.0
2239,-28.0
2240,-18.0
2241,-4.0
2242,1.0
2243,-5.0
2244,3.0
2245,-4.0
2246,-9.0
2247,-31.0
2248,-18.0
2249,-6.0
2250,-24.0
2251,-16.0
2252,-12.0
2253,5.0
2254,-14.0
2255,-3.0
2256,-11.0
2257,-18.0
2258,-15.0
2259,21.0
2260,5.0
2261,-2.0
2262,-6.0
2263,-11.0
2264,27.0
2265,89.0
2266,-15.0
2267,-22.0
2268,-16.0
2269,29.0
2270,8.0
2271,-11.0
2272,0.0
2273,1.0
2274,4.0
2275,3.0
2276,0.0
2277,-22.0
2278,-10.0
2279,-20.0
2280,-6.0
2281,12.0
2282,-21.0
2283,37.0
2284,11.0
2285,1.0
2286,8.0
2287,-16.0
2288,-5.0
2289,-25.0
2290,126.0
2291,6.0
2292,-10.0
2293,-1.0
2294,-27.0
2295,95.0
2296,-16.0
2297,48.0
2298,2.0
2299,-5.0
2300,-7.0
2301,5.0
2302,-18.0
2303,-18.0
2304,-2.0
2305,-14.0
2306,2.0
2307,56.0
2308,-3.0
2309,66.0
2310,4.0
2311,-17.0
2312,-5.0
2313,-4.0
2314,-9.0
2315,29.0
2316,-38.0
2317,27.0
2318,18.0
2319,-19.0
2320,2.0
2321,-4.0
2322,-21.0
2323,0.0
2324,-8.0
2325,8.0
2326,-25.0
2327,-30.0
2328,83.0
2329,-14.0
2330,-1.0
2331,8.0
2332,2.0
2333,12.0
2334,-5.0
2335,-12.0
2336,-9.0
2337,-1.0
2338,29.0
2339,19.0
2340,-22.0
2341,98.0
2342,-9.0
2343,-9.0
2344,-9.0
2345,58.0
2346,-13.0
2347,-24.0
2348,-41.0
2349,-18.0
2350,-1.0
2351,-24.0
2352,-24.0
2353,22.0
2354,0.0
2355,-9.0
2356,0.0
2357,-16.0
2358,4.0
2359,-14.0
2360,-14.0
2361,-12.0
2362,3.0
2363,-25.0
2364,5.0
2365,4.0
2366,1.0
2367,28.0
2368,-26.0
2369,35.0
2370,-16.0
2371,4.0
2372,116.0
2373,13.0
2374,-14.0
2375,8.0
2376,-31.0
2377,4.0
2378,-15.0
2379,-9.0
2380,-9.0
2381,-1.0
2382,-20.0
2383,-27.0
2384,-14.0
2385,-7.0
2386,-27.0
2387,-21.0
2388,48.0
2389,-18.0
2390,-11.0
2391,-20.0
2392,1.0
2393,-4.0
2394,4.0
2395,4.0
2396,-18.0
2397,20.0
2398,-2.0
2399,-14.0
2400,-15.0
2401,-4.0
2402,-8.0
2403,-13.0
2404,-18.0
2405,30.0
2406,26.0
2407,12.0
2408,-18.0
2409,179.0
2410,-7.0
2411,-6.0
2412,-18.0
2413,-2.0
2414,-8.0
2415,-9.0
2416,7.0
2417,-27.0
2418,10.0
2419,13.0
2420,7.0
2421,17.0
2422,-13.0
2423,-14.0
2424,-17.0
2425,9.0
2426,-13.0
2427,157.0
2428,-11.0
2429,-15.0
2430,-9.0
2431,-4.0
2432,-14.0
2433,-3.0
2434,-23.0
2435,-4.0
2436,-15.0
2437,-22.0
2438,-17.0
2439,-6.0
2440,-6.0
2441,9.0
2442,1.0
2443,-17.0
2444,-24.0
2445,7.0
2446,-4.0
2447,17.0
2448,-10.0
2449,-15.0
2450,1.0
2451,-4.0
2452,-26.0
2453,-13.0
2454,-16.0
2455,-12.0
2456,-4.0
2457,-15.0
2458,5.0
2459,2.0
2460,-19.0
2461,-43.0
2462,3.0
2463,-2.0
2464,-3.0
2465,-10.0
2466,-13.0
2467,-5.0
2468,-8.0
2469,-8.0
2470,-20.0
2471,247.0
2472,39.0
2473,-7.0
2474,-17.0
2475,88.0
2476,0.0
2477,-9.0
2478,-7.0
2479,-30.0
2480,19.0
2481,-17.0
2482,75.0
2483,-5.0
2484,-10.0
2485,-14.0
2486,-16.0
2487,-6.0
2488,6.0
2489,8.0
2490,-10.0
2491,5.0
2492,155.0
2493,17.0
2494,-34.0
2495,-9.0
2496,-19.0
2497,-7.0
2498,-32.0
2499,22.0
2500,-14.0
2501,5.0
2502,35.0
2503,-17.0
2504,-2.0
2505,-35.0
2506,-15.0
2507,-28.0
2508,22.0
2509,-9.0
2510,-12.0
2511,50.0
2512,-12.0
2513,-8.0
2514,-17.0
2515,-58.0
2516,-4.0
2517,37.0
2518,-8.0
2519,-43.0
2520,10.0
2521,8.0
2522,-1.0
2523,-24.0
2524,-17.0
2525,-17.0
2526,-17.0
2527,-12.0
2528,-17.0
2529,2.0
2530,-16.0
2531,-22.0
2532,-4.0
2533,-11.0
2534,-19.0
2535,-14.0
2536,71.0
2537,-11.0
2538,-18.0
2539,0.0
2540,10.0
2541,-32.0
2542,-24.0
2543,15.0
2544,1.0
2545,-8.0
2546,-8.0
2547,-4.0
2548,-15.0
2549,-10.0
2550,-13.0
2551,42.0
2552,-16.0
2553,-47.0
2554,18.0
2555,-16.0
2556,5.0
2557,-15.0
2558,-31.0
2559,-16.0
2560,45.0
2561,-5.0
2562,2.0
2563,4.0
2564,-8.0
2565,-34.0
2566,-20.0
2567,-14.0
2568,-38.0
2569,-18.0
2570,-8.0
2571,11.0
2572,-3.0
2573,-11.0
2574,-12.0
2575,20.0
2576,-3.0
2577,-5.0
2578,9.0
2579,-21.0
2580,-14.0
2581,-12.0
2582,3.0
2583,23.0
2584,113.0
2585,-7.0
2586,-10.0
2587,9.0
2588,9.0
2589,18.0
2590,14.0
2591,3.0
2592,-3.0
2593,43.0
2594,40.0
2595,33.0
2596,52.0
2597,-7.0
2598,4.0
2599,-7.0
2600,-13.0
2601,33.0
2602,-7.0
2603,-17.0
2604,-8.0
2605,88.0
2606,-20.0
2607,-1.0
2608,0.0
2609,-2.0
2610,20.0
2611,-14.0
2612,85.0
2613,6.0
2614,-14.0
2615,10.0
2616,-8.0
2617,-25.0
2618,-19.0
2619,-1.0
2620,17.0
2621,-7.0
2622,-27.0
2623,-8.0
2624,-21.0
2625,7.0
2626,23.0
2627,20.0
2628,-19.0
2629,-10.0
2630,-26.0
2631,-9.0
2632,-3.0
2633,-9.0
2634,-16.0
2635,-11.0
2636,34.0
2637,-4.0
2638,-27.0
2639,-23.0
2640,-25.0
2641,7.0
2642,-10.0
2643,-1.0
2644,12.0
2645,6.0
2646,3.0
2647,3.0
2648,-9.0
2649,-15.0
2650,-20.0
2651,166.0
2652,-13.0
2653,-22.0
2654,45.0
2655,-2.0
2656,-19.0
2657,-10.0
2658,0.0
2659,-7.0
2660,-11.0
2661,-29.0
2662,192.0
2663,943.0
2664,6.0
2665,-21.0
2666,13.0
2667,13.0
2668,14.0
2669,45.0
2670,-8.0
2671,-6.0
2672,47.0
2673,-31.0
2674,291.0
2675,102.0
2676,-10.0
2677,22.0
2678,-23.0
2679,-17.0
2680,13.0
2681,83.0
2682,-20.0
2683,34.0
2684,-11.0
2685,37.0
2686,-5.0
2687,-38.0
2688,15.0
2689,-7.0
2690,-14.0
2691,-19.0
2692,-13.0
2693,-39.0
2694,-22.0
2695,-12.0
2696,-10.0
2697,-43.0
2698,-1.0
2699,11.0
2700,157.0
2701,-5.0
2702,7.0
2703,-10.0
2704,-16.0
2705,21.0
2706,-12.0
2707,5.0
2708,10.0
2709,-16.0
2710,11.0
2711,20.0
2712,107.0
2713,-10.0
2714,-15.0
2715,-17.0
2716,-47.0
2717,62.0
2718,-2.0
2719,14.0
2720,-12.0
2721,-22.0
2722,2.0
2723,32.0
2724,-16.0
2725,-4.0
2726,-20.0
2727,-16.0
2728,71.0
2729,-20.0
2730,6.0
2731,-6.0
2732,-14.0
2733,17.0
2734,-12.0
2735,-3.0
2736,-16.0
2737,-3.0
2738,1.0
2739,-7.0
2740,-6.0
2741,-8.0
2742,-6.0
2743,22.0
2744,-7.0
2745,-24.0
2746,18.0
2747,-11.0
2748,-10.0
2749,-23.0
2750,-20.0
2751,-21.0
2752,-35.0
2753,-7.0
2754,-27.0
2755,-13.0
2756,-4.0
2757,43.0
2758,-11.0
2759,26.0
2760,11.0
2761,-24.0
2762,-4.0
2763,-16.0
2764,65.0
2765,0.0
2766,54.0
2767,-44.0
2768,-21.0
2769,-3.0
2770,-24.0
2771,-11.0
2772,-7.0
2773,-3.0
2774,-20.0
2775,23.0
2776,154.0
2777,33.0
2778,-20.0
2779,67.0
2780,82.0
2781,-35.0
2782,-6.0
2783,-15.0
2784,-24.0
2785,169.0
2786,-26.0
2787,141.0
2788,11.0
2789,49.0
2790,-16.0
2791,-27.0
2792,1.0
2793,-22.0
2794,116.0
2795,-24.0
2796,2.0
2797,-11.0
2798,19.0
2799,-15.0
2800,24.0
2801,-10.0
2802,2.0
2803,-12.0
2804,27.0
2805,-28.0
2806,-27.0
2807,-7.0
2808,-5.0
2809,36.0
2810,103.0
2811,-5.0
2812,-12.0
2813,2.0
2814,2.0
2815,-21.0
2816,-8.0
2817,-11.0
2818,19.0
2819,-2.0
2820,-8.0
2821,15.0
2822,-3.0
2823,-9.0
2824,-19.0
2825,-14.0
2826,-37.0
2827,-4.0
2828,-10.0
2829,-20.0
2830,-20.0
2831,-21.0
2832,-10.0
2833,-13.0
2834,-7.0
2835,-24.0
2836,136.0
2837,-38.0
2838,-18.0
2839,-14.0
2840,-17.0
2841,-17.0
2842,4.0
2843,-20.0
2844,-9.0
2845,-7.0
2846,0.0
2847,-3.0
2848,-20.0
2849,-22.0
2850,-38.0
2851,-19.0
2852,53.0
2853,199.0
2854,-14.0
2855,-18.0
2856,8.0
2857,17.0
2858,3.0
2859,-12.0
2860,-16.0
2861,-6.0
2862,-17.0
2863,-12.0
2864,-5.0
2865,21.0
2866,-4.0
2867,-11.0
2868,13.0
2869,8.0
2870,-9.0
2871,-6.0
2872,-15.0
2873,-7.0
2874,-10.0
2875,-7.0
2876,-23.0
2877,-14.0
2878,-28.0
2879,-4.0
2880,1.0
2881,182.0
2882,-15.0
2883,-31.0
2884,2.0
2885,19.0
2886,-4.0
2887,-11.0
2888,-13.0
2889,51.0
2890,5.0
2891,-9.0
2892,-29.0
2893,-16.0
2894,-15.0
2895,9.0
2896,-26.0
2897,-17.0
2898,34.0
2899,2.0
2900,-13.0
2901,-3.0
2902,2.0
2903,-6.0
2904,6.0
2905,-20.0
2906,1.0
2907,17.0
2908,-7.0
2909,-14.0
2910,7.0
2911,-28.0
2912,-6.0
2913,-22.0
2914,-7.0
2915,-8.0
2916,50.0
2917,-3.0
2918,56.0
2919,-25.0
2920,-13.0
2921,-20.0
2922,-39.0
2923,-9.0
2924,-14.0
2925,-18.0
2926,55.0
2927,-15.0
2928,9.0
2929,-22.0
2930,7.0
2931,-22.0
2932,-16.0
2933,2.0
2934,-15.0
2935,-2.0
2936,-13.0
2937,-6.0
2938,-35.0
2939,-22.0
2940,-6.0
2941,-21.0
2942,43.0
2943,-7.0
2944,49.0
2945,-14.0
2946,1.0
2947,0.0
2948,-21.0
2949,59.0
2950,-15.0
2951,-7.0
2952,-20.0
2953,-11.0
2954,-9.0
2955,-21.0
2956,-7.0
2957,-29.0
2958,-2.0
2959,-22.0
2960,67.0
2961,6.0
2962,-24.0
2963,-16.0
2964,51.0
2965,-21.0
2966,-15.0
2967,-17.0
2968,9.0
2969,-7.0
2970,-9.0
2971,17.0
2972,-3.0
2973,-7.0
2974,-12.0
2975,-5.0
2976,-23.0
2977,2.0
2978,30.0
2979,-22.0
2980,-38.0
2981,-25.0
2982,-17.0
2983,-13.0
2984,101.0
2985,-4.0
2986,-8.0
2987,12.0
2988,-17.0
2989,-24.0
2990,3.0
2991,-18.0
2992,-9.0
2993,0.0
2994,-29.0
2995,79.0
2996,2.0
2997,-11.0
2998,-17.0
2999,-5.0
3000,-4.0
3001,0.0
3002,-6.0
3003,6.0
3004,-22.0
3005,-21.0
3006,54.0
3007,-18.0
3008,6.0
3009,318.0
3010,-13.0
3011,21.0
3012,14.0
3013,65.0
3014,-2.0
3015,11.0
3016,-11.0
3017,36.0
3018,-6.0
3019,-8.0
3020,4.0
3021,-11.0
3022,32.0
3023,2.0
3024,13.0
3025,-19.0
3026,36.0
3027,-5.0
3028,38.0
3029,-25.0
3030,-25.0
3031,-9.0
3032,-9.0
3033,6.0
3034,1.0
3035,86.0
3036,13.0
3037,-27.0
3038,-9.0
3039,-19.0
3040,-22.0
3041,22.0
3042,8.0
3043,-18.0
3044,8.0
3045,-9.0
3046,68.0
3047,9.0
3048,25.0
3049,2.0
3050,-32.0
3051,-15.0
3052,-26.0
3053,-13.0
3054,-23.0
3055,8.0
3056,-1.0
3057,-9.0
3058,57.0
3059,77.0
3060,-8.0
3061,41.0
3062,142.0
3063,-10.0
3064,-12.0
3065,-18.0
3066,77.0
3067,-4.0
3068,-12.0
3069,3.0
3070,-12.0
3071,-8.0
3072,79.0
3073,-3.0
3074,-9.0
3075,-13.0
3076,-12.0
3077,-17.0
3078,-15.0
3079,-9.0
3080,-19.0
3081,5.0
3082,-10.0
3083,
3084,-14.0
3085,10.0
3086,-20.0
3087,-2.0
3088,19.0
3089,-10.0
3090,-18.0
3091,-8.0
3092,5.0
3093,59.0
3094,-10.0
3095,-23.0
3096,7.0
3097,0.0
3098,-1.0
3099,-10.0
3100,-5.0
3101,-1.0
3102,-20.0
3103,13.0
3104,258.0
3105,2.0
3106,-20.0
3107,-24.0
3108,-26.0
3109,-27.0
3110,-8.0
3111,-8.0
3112,-13.0
3113,-11.0
3114,-17.0
3115,-4.0
3116,0.0
3117,-5.0
3118,-10.0
3119,-4.0
3120,14.0
3121,1.0
3122,-13.0
3123,-27.0
3124,-5.0
3125,-11.0
3126,36.0
3127,10.0
3128,-23.0
3129,-22.0
3130,-26.0
3131,-14.0
3132,-13.0
3133,-13.0
3134,-23.0
3135,22.0
3136,8.0
3137,-21.0
3138,-10.0
3139,-7.0
3140,-8.0
3141,-11.0
3142,-9.0
3143,-14.0
3144,-14.0
3145,-38.0
3146,45.0
3147,-8.0
3148,-20.0
3149,-14.0
3150,-16.0
3151,41.0
3152,-12.0
3153,-35.0
3154,150.0
3155,-8.0
3156,-18.0
3157,-3.0
3158,4.0
3159,-30.0
3160,29.0
3161,-9.0
3162,-24.0
3163,-40.0
3164,-10.0
3165,-11.0
3166,-2.0
3167,-15.0
3168,-12.0
3169,32.0
3170,197.0
3171,4.0
3172,-9.0
3173,-17.0
3174,-6.0
3175,-10.0
3176,31.0
3177,-9.0
3178,-2.0
3179,73.0
3180,-23.0
3181,-22.0
3182,-6.0
3183,70.0
3184,-22.0
3185,-33.0
3186,-18.0
3187,18.0
3188,56.0
3189,2.0
3190,-13.0
3191,-15.0
3192,-8.0
3193,2.0
3194,145.0
3195,-27.0
3196,-18.0
3197,-17.0
3198,-24.0
3199,3.0
3200,44.0
3201,78.0
3202,-7.0
3203,5.0
3204,-3.0
3205,50.0
3206,1.0
3207,-6.0
3208,53.0
3209,291.0
3210,-21.0
3211,-6.0
3212,-6.0
3213,-7.0
3214,-41.0
3215,-5.0
3216,-4.0
3217,-10.0
3218,-18.0
3219,57.0
3220,-5.0
3221,-17.0
3222,-19.0
3223,-4.0
3224,-14.0
3225,93.0
3226,2.0
3227,172.0
3228,-7.0
3229,-4.0
3230,111.0
3231,-31.0
3232,19.0
3233,-14.0
3234,2.0
3235,29.0
3236,-11.0
3237,-34.0
3238,-14.0
3239,3.0
3240,-10.0
3241,-11.0
3242,-9.0
3243,-8.0
3244,3.0
3245,6.0
3246,-17.0
3247,1.0
3248,-21.0
3249,91.0
3250,-7.0
3251,49.0
3252,-3.0
3253,3.0
3254,2.0
3255,0.0
3256,-7.0
3257,0.0
3258,18.0
3259,6.0
3260,-19.0
3261,84.0
3262,-6.0
3263,-22.0
3264,60.0
3265,2.0
3266,-19.0
3267,-3.0
3268,-22.0
3269,11.0
3270,-2.0
3271,45.0
3272,17.0
3273,-12.0
3274,31.0
3275,2.0
3276,3.0
3277,-10.0
3278,12.0
3279,3.0
3280,0.0
3281,3.0
3282,-15.0
3283,-12.0
3284,17.0
3285,29.0
3286,2.0
3287,-3.0
3288,-24.0
3289,-2.0
3290,-5.0
3291,0.0
3292,21.0
3293,36.0
3294,91.0
3295,-20.0
3296,2.0
3297,3.0
3298,85.0
3299,-11.0
3300,17.0
3301,4.0
3302,6.0
3303,117.0
3304,-22.0
3305,9.0
3306,9.0
3307,-2.0
3308,-30.0
3309,-9.0
3310,18.0
3311,2.0
3312,6.0
3313,-7.0
3314,-28.0
3315,-16.0
3316,76.0
3317,-15.0
3318,4.0
3319,12.0
3320,-6.0
3321,-4.0
3322,-5.0
3323,17.0
3324,-2.0
3325,-13.0
3326,-9.0
3327,-24.0
3328,16.0
3329,2.0
3330,2.0
3331,-36.0
3332,-8.0
3333,31.0
3334,1.0
3335,-23.0
3336,-17.0
3337,-3.0
3338,-13.0
3339,7.0
3340,-4.0
3341,27.0
3342,-21.0
3343,-8.0
3344,13.0
3345,6.0
3346,188.0
3347,62.0
3348,1.0
3349,6.0
3350,-19.0
3351,-17.0
3352,10.0
3353,13.0
3354,31.0
3355,-11.0
3356,-10.0
3357,-10.0
3358,17.0
3359,-14.0
3360,139.0
3361,3.0
3362,-10.0
3363,-5.0
3364,99.0
3365,-19.0
3366,-21.0
3367,-29.0
3368,20.0
3369,8.0
3370,-27.0
3371,-11.0
3372,73.0
3373,-5.0
3374,-4.0
3375,-15.0
3376,-46.0
3377,5.0
3378,-12.0
3379,5.0
3380,0.0
3381,10.0
3382,-23.0
3383,-11.0
3384,16.0
3385,-16.0
3386,-15.0
3387,-12.0
3388,11.0
3389,-15.0
3390,-19.0
3391,-5.0
3392,-27.0
3393,-5.0
3394,-14.0
3395,-20.0
3396,15.0
3397,9.0
3398,-22.0
3399,50.0
3400,-9.0
3401,-4.0
3402,-11.0
3403,14.0
3404,22.0
3405,-23.0
3406,-10.0
3407,26.0
3408,-14.0
3409,0.0
3410,4.0
3411,-11.0
3412,-11.0
3413,-3.0
3414,-18.0
3415,128.0
3416,-11.0
3417,-10.0
3418,21.0
3419,136.0
3420,-21.0
3421,-21.0
3422,52.0
3423,-11.0
3424,-12.0
3425,-19.0
3426,13.0
3427,8.0
3428,-15.0
3429,7.0
3430,-21.0
3431,-16.0
3432,38.0
3433,-27.0
3434,-1.0
3435,29.0
3436,6.0
3437,-12.0
3438,-16.0
3439,-20.0
3440,7.0
3441,28.0
3442,-5.0
3443,9.0
3444,17.0
3445,22.0
3446,-34.0
3447,-12.0
3448,-13.0
3449,-3.0
3450,-32.0
3451,-30.0
3452,-7.0
3453,7.0
3454,-24.0
3455,-12.0
3456,-1.0
3457,3.0
3458,-19.0
3459,1.0
3460,25.0
3461,-8.0
3462,-6.0
3463,0.0
3464,-8.0
3465,-6.0
3466,-27.0
3467,63.0
3468,-6.0
3469,-23.0
3470,-26.0
3471,115.0
3472,88.0
3473,-10.0
3474,110.0
3475,-10.0
3476,-9.0
3477,-5.0
3478,6.0
3479,103.0
3480,-24.0
3481,-15.0
3482,-3.0
3483,-11.0
3484,120.0
3485,-1.0
3486,-4.0
3487,-23.0
3488,-10.0
3489,-27.0
3490,-16.0
3491,-17.0
3492,-3.0
3493,-3.0
3494,-21.0
3495,-1.0
3496,-3.0
3497,9.0
3498,-17.0
3499,-28.0
3500,25.0
3501,-12.0
3502,18.0
3503,119.0
3504,-21.0
3505,13.0
3506,-6.0
3507,-21.0
3508,-21.0
3509,9.0
3510,-4.0
3511,36.0
3512,-4.0
3513,-5.0
3514,51.0
3515,-12.0
3516,-13.0
3517,-20.0
3518,-3.0
3519,58.0
3520,18.0
3521,-28.0
3522,-15.0
3523,-38.0
3524,1.0
3525,48.0
3526,-10.0
3527,14.0
3528,-20.0
3529,-14.0
3530,-26.0
3531,73.0
3532,-4.0
3533,-7.0
3534,4.0
3535,-10.0
3536,-12.0
3537,-14.0
3538,29.0
3539,-3.0
3540,-14.0
3541,-17.0
3542,-16.0
3543,27.0
3544,-10.0
3545,-12.0
3546,10.0
3547,-6.0
3548,-14.0
3549,-3.0
3550,-5.0
3551,-17.0
3552,-10.0
3553,156.0
3554,4.0
3555,-11.0
3556,-14.0
3557,-36.0
3558,-43.0
3559,-25.0
3560,-14.0
3561,-34.0
3562,41.0
3563,14.0
3564,14.0
3565,3.0
3566,42.0
3567,-16.0
3568,-4.0
3569,-16.0
3570,3.0
3571,-24.0
3572,-36.0
3573,13.0
3574,58.0
3575,-30.0
3576,-14.0
3577,-15.0
3578,-37.0
3579,16.0
3580,-5.0
3581,-8.0
3582,20.0
3583,24.0
3584,
3585,2.0
3586,-15.0
3587,-11.0
3588,3.0
3589,-14.0
3590,69.0
3591,-11.0
3592,352.0
3593,-6.0
3594,4.0
3595,-12.0
3596,-24.0
3597,20.0
3598,1.0
3599,-8.0
3600,-5.0
3601,-11.0
3602,24.0
3603,-24.0
3604,3.0
3605,-24.0
3606,-14.0
3607,1.0
3608,-8.0
3609,-4.0
3610,-9.0
3611,2.0
3612,-8.0
3613,-24.0
3614,36.0
3615,34.0
3616,-9.0
3617,17.0
3618,-25.0
3619,-16.0
3620,-35.0
3621,-10.0
3622,42.0
3623,-22.0
3624,6.0
3625,-20.0
3626,0.0
3627,0.0
3628,-5.0
3629,2.0
3630,65.0
3631,-19.0
3632,-8.0
3633,13.0
3634,247.0
3635,-5.0
3636,-17.0
3637,-2.0
3638,-1.0
3639,-17.0
3640,-13.0
3641,5.0
3642,0.0
3643,-7.0
3644,49.0
3645,-2.0
3646,37.0
3647,-11.0
3648,-17.0
3649,-5.0
3650,-16.0
3651,-23.0
3652,168.0
3653,9.0
3654,20.0
3655,-12.0
3656,-12.0
3657,-8.0
3658,-10.0
3659,16.0
3660,25.0
3661,-34.0
3662,-15.0
3663,-19.0
3664,-6.0
3665,-9.0
3666,-19.0
3667,71.0
3668,-11.0
3669,32.0
3670,-28.0
3671,-22.0
3672,35.0
3673,-29.0
3674,-16.0
3675,-4.0
3676,10.0
3677,-17.0
3678,-10.0
3679,-5.0
3680,-7.0
3681,-20.0
3682,22.0
3683,-7.0
3684,54.0
3685,-10.0
3686,87.0
3687,12.0
3688,-15.0
3689,-12.0
3690,-22.0
3691,-8.0
3692,15.0
3693,-13.0
3694,37.0
3695,-34.0
3696,-11.0
3697,-25.0
3698,17.0
3699,-15.0
3700,98.0
3701,12.0
3702,240.0
3703,-19.0
3704,31.0
3705,-14.0
3706,-20.0
3707,-5.0
3708,-12.0
3709,0.0
3710,-3.0
3711,2.0
3712,-16.0
3713,-21.0
3714,-21.0
3715,2.0
3716,14.0
3717,0.0
3718,-14.0
3719,-1.0
3720,-3.0
3721,42.0
3722,26.0
3723,-29.0
3724,36.0
3725,44.0
3726,-15.0
3727,-10.0
3728,0.0
3729,0.0
3730,-5.0
3731,0.0
3732,-25.0
3733,4.0
3734,4.0
3735,-40.0
3736,-2.0
3737,-18.0
3738,-5.0
3739,-12.0
3740,-12.0
3741,11.0
3742,3.0
3743,-29.0
3744,-1.0
3745,-21.0
3746,-10.0
3747,10.0
3748,-9.0
3749,21.0
3750,-8.0
3751,-15.0
3752,-14.0
3753,-29.0
3754,0.0
3755,-20.0
3756,-24.0
3757,-1.0
3758,18.0
3759,-20.0
3760,-12.0
3761,9.0
3762,-6.0
3763,-9.0
3764,-6.0
3765,4.0
3766,-12.0
3767,269.0
3768,-7.0
3769,12.0
3770,-27.0
3771,-25.0
3772,-16.0
3773,-6.0
3774,32.0
3775,-20.0
3776,-2.0
3777,17.0
3778,-23.0
3779,18.0
3780,5.0
3781,-3.0
3782,89.0
3783,-22.0
3784,300.0
3785,-10.0
3786,57.0
3787,1.0
3788,-20.0
