,arr_delay
5630,39.0
5631,-10.0
5632,-13.0
5633,-30.0
5634,-25.0
5635,56.0
5636,-15.0
5637,2.0
5638,-18.0
5639,-6.0
5640,-7.0
5641,-2.0
5642,10.0
5643,-5.0
5644,-6.0
5645,-11.0
5646,0.0
5647,20.0
5648,-2.0
5649,2.0
5650,53.0
5651,-6.0
5652,-22.0
5653,-1.0
5654,-8.0
5655,0.0
5656,-11.0
5657,42.0
5658,10.0
5659,28.0
5660,13.0
5661,-30.0
5662,-5.0
5663,35.0
5664,8.0
5665,-15.0
5666,2.0
5667,54.0
5668,8.0
5669,-11.0
5670,-3.0
5671,-21.0
5672,18.0
5673,58.0
5674,148.0
5675,-6.0
5676,1.0
5677,20.0
5678,-9.0
5679,-6.0
5680,-16.0
5681,6.0
5682,-11.0
5683,1.0
5684,-26.0
5685,-11.0
5686,-12.0
5687,2.0
5688,-28.0
5689,17.0
5690,-26.0
5691,16.0
5692,-13.0
5693,-4.0
5694,4.0
5695,-5.0
5696,-5.0
5697,-5.0
5698,-14.0
5699,37.0
5700,-15.0
5701,-6.0
5702,-11.0
5703,38.0
5704,-6.0
5705,-9.0
5706,3.0
5707,-17.0
5708,-19.0
5709,1.0
5710,-15.0
5711,114.0
5712,-18.0
5713,-8.0
5714,-7.0
5715,-5.0
5716,56.0
5717,-6.0
5718,-7.0
5719,-16.0
5720,121.0
5721,12.0
5722,6.0
5723,-7.0
5724,3.0
5725,-1.0
5726,-2.0
5727,38.0
5728,-23.0
5729,7.0
5730,-13.0
5731,88.0
5732,93.0
5733,-12.0
5734,4.0
5735,6.0
5736,18.0
5737,-12.0
5738,42.0
5739,-12.0
5740,-19.0
5741,-5.0
5742,-19.0
5743,-27.0
5744,4.0
5745,-14.0
5746,-10.0
5747,-12.0
5748,-6.0
5749,-16.0
5750,-4.0
5751,34.0
5752,-25.0
5753,-2.0
5754,2.0
5755,-1.0
5756,-11.0
5757,-28.0
5758,-13.0
5759,26.0
5760,-15.0
5761,31.0
5762,-15.0
5763,-30.0
5764,4.0
5765,-19.0
5766,-6.0
5767,-4.0
5768,-13.0
5769,-7.0
5770,-8.0
5771,-24.0
5772,-6.0
5773,-14.0
5774,32.0
5775,5.0
5776,94.0
5777,-19.0
5778,-2.0
5779,38.0
5780,-30.0
5781,-13.0
5782,-9.0
5783,-4.0
5784,-18.0
5785,-9.0
5786,2.0
5787,7.0
5788,-4.0
5789,123.0
5790,6.0
5791,-6.0
5792,70.0
5793,-3.0
5794,-8.0
5795,-28.0
5796,-6.0
5797,-36.0
5798,-8.0
5799,7.0
5800,-1.0
5801,25.0
5802,-17.0
5803,-34.0
5804,-10.0
5805,12.0
5806,16.0
5807,15.0
5808,-3.0
5809,-3.0
5810,-4.0
5811,23.0
5812,203.0
5813,-4.0
5814,-16.0
5815,-4.0
5816,-2.0
5817,-15.0
5818,-17.0
5819,-21.0
5820,-10.0
5821,23.0
5822,10.0
5823,-9.0
5824,44.0
5825,16.0
5826,-19.0
5827,-34.0
5828,-14.0
5829,-12.0
5830,57.0
5831,1.0
5832,-26.0
5833,-5.0
5834,27.0
5835,-13.0
5836,4.0
5837,9.0
5838,95.0
5839,-10.0
5840,5.0
5841,-26.0
5842,-1.0
5843,-3.0
5844,14.0
5845,-20.0
5846,-23.0
5847,5.0
5848,-3.0
5849,2.0
5850,-15.0
5851,-27.0
5852,75.0
5853,13.0
5854,-8.0
5855,-7.0
5856,-12.0
5857,-24.0
5858,-13.0
5859,131.0
5860,-20.0
5861,-2.0
5862,3.0
5863,-16.0
5864,26.0
5865,-13.0
5866,-2.0
5867,-14.0
5868,-6.0
5869,-11.0
5870,-22.0
5871,-5.0
5872,-8.0
5873,-4.0
5874,-15.0
5875,-30.0
5876,35.0
5877,-19.0
5878,-4.0
5879,-11.0
5880,-12.0
5881,-16.0
5882,-13.0
5883,-11.0
5884,-8.0
5885,8.0
5886,-23.0
5887,-30.0
5888,-10.0
5889,10.0
5890,-6.0
5891,1.0
5892,-1.0
5893,-11.0
5894,-7.0
5895,5.0
5896,-38.0
5897,4.0
5898,-2.0
5899,-17.0
5900,2.0
5901,-5.0
5902,25.0
5903,-14.0
5904,8.0
5905,-25.0
5906,-32.0
5907,-35.0
5908,-6.0
5909,0.0
5910,-20.0
5911,6.0
5912,-9.0
5913,-2.0
5914,-8.0
5915,122.0
5916,-21.0
5917,-22.0
5918,206.0
5919,-3.0
5920,1030.0
5921,3.0
5922,67.0
5923,14.0
5924,18.0
5925,-22.0
5926,-17.0
5927,-32.0
5928,-22.0
5929,2.0
5930,-6.0
5931,34.0
5932,-23.0
5933,63.0
5934,-18.0
5935,-21.0
5936,0.0
5937,-14.0
5938,-13.0
5939,159.0
5940,-7.0
5941,-13.0
5942,56.0
5943,-9.0
5944,-14.0
5945,-6.0
5946,-17.0
5947,-9.0
5948,-16.0
5949,1.0
5950,-24.0
5951,-7.0
5952,83.0
5953,-11.0
5954,6.0
5955,103.0
5956,-6.0
5957,-11.0
5958,-7.0
5959,-14.0
5960,-14.0
5961,-19.0
5962,-16.0
5963,16.0
5964,36.0
5965,3.0
5966,36.0
5967,-13.0
5968,-10.0
5969,-10.0
5970,-9.0
5971,10.0
5972,0.0
5973,-22.0
5974,-15.0
5975,-3.0
5976,-7.0
5977,20.0
5978,54.0
5979,-23.0
5980,-18.0
5981,6.0
5982,-23.0
5983,-8.0
5984,-2.0
5985,23.0
5986,17.0
5987,-16.0
5988,-11.0
5989,-16.0
5990,7.0
5991,55.0
5992,-16.0
5993,-12.0
5994,-2.0
5995,-16.0
5996,1.0
5997,-5.0
5998,-5.0
5999,11.0
6000,-8.0
6001,5.0
6002,36.0
6003,89.0
6004,1.0
6005,71.0
6006,106.0
6007,-11.0
6008,5.0
6009,-13.0
6010,-21.0
6011,-12.0
6012,-35.0
6013,-7.0
6014,49.0
6015,9.0
6016,88.0
6017,-2.0
6018,13.0
6019,26.0
6020,5.0
6021,-26.0
6022,-6.0
6023,-2.0
6024,37.0
6025,0.0
6026,19.0
6027,-26.0
6028,1.0
6029,-9.0
6030,101.0
6031,-30.0
6032,25.0
6033,26.0
6034,-22.0
6035,3.0
6036,15.0
6037,4.0
6038,-19.0
6039,-2.0
6040,-6.0
6041,-1.0
6042,-9.0
6043,6.0
6044,-14.0
6045,-21.0
6046,-43.0
6047,-13.0
6048,94.0
6049,0.0
6050,-13.0
6051,3.0
6052,44.0
6053,-14.0
6054,3.0
6055,3.0
6056,-6.0
6057,-14.0
6058,-20.0
6059,4.0
6060,-4.0
6061,-3.0
6062,-10.0
6063,-6.0
6064,-30.0
6065,38.0
6066,-26.0
6067,-36.0
6068,-22.0
6069,6.0
6070,-6.0
6071,-20.0
6072,4.0
6073,-18.0
6074,11.0
6075,10.0
6076,123.0
6077,-16.0
6078,-21.0
6079,-33.0
6080,-5.0
6081,209.0
6082,-4.0
6083,-7.0
6084,-8.0
6085,1.0
6086,-2.0
6087,-19.0
6088,-32.0
6089,63.0
6090,-18.0
6091,21.0
6092,-7.0
6093,-9.0
6094,1.0
6095,-14.0
6096,-16.0
6097,-26.0
6098,-8.0
6099,-32.0
6100,-14.0
6101,-7.0
6102,-9.0
6103,-4.0
6104,-16.0
6105,13.0
6106,-9.0
6107,24.0
6108,-10.0
6109,-7.0
6110,-20.0
6111,0.0
6112,-16.0
6113,13.0
6114,-19.0
6115,-16.0
6116,-5.0
6117,-15.0
6118,0.0
6119,1.0
6120,10.0
6121,-21.0
6122,-8.0
6123,-19.0
6124,4.0
6125,-11.0
6126,2.0
6127,-6.0
6128,-4.0
6129,25.0
6130,6.0
6131,6.0
6132,-17.0
6133,4.0
6134,1.0
6135,-16.0
6136,-2.0
6137,-14.0
6138,41.0
6139,-1.0
6140,-10.0
6141,-6.0
6142,-7.0
6143,7.0
6144,30.0
6145,9.0
6146,16.0
6147,-14.0
6148,1.0
6149,29.0
6150,-21.0
6151,-15.0
6152,0.0
6153,24.0
6154,-5.0
6155,27.0
6156,-28.0
6157,-18.0
6158,-25.0
6159,9.0
6160,1.0
6161,-32.0
6162,-18.0
6163,20.0
6164,-21.0
6165,-1.0
6166,-17.0
6167,-17.0
6168,7.0
6169,18.0
6170,-18.0
6171,-15.0
6172,-3.0
6173,-6.0
6174,-15.0
6175,78.0
6176,-4.0
6177,0.0
6178,17.0
6179,368.0
6180,-11.0
6181,11.0
6182,-22.0
6183,48.0
6184,-3.0
6185,1.0
6186,-15.0
6187,14.0
6188,-11.0
6189,0.0
6190,9.0
6191,4.0
6192,-6.0
6193,-6.0
6194,-5.0
6195,-6.0
6196,26.0
6197,-5.0
6198,-18.0
6199,18.0
6200,-32.0
6201,-13.0
6202,0.0
6203,-24.0
6204,-9.0
6205,1.0
6206,-19.0
6207,27.0
6208,-6.0
6209,-11.0
6210,-10.0
6211,35.0
6212,-6.0
6213,13.0
6214,44.0
6215,28.0
6216,80.0
6217,-12.0
6218,-4.0
6219,-5.0
6220,-6.0
6221,-4.0
6222,11.0
6223,-7.0
6224,34.0
6225,-36.0
6226,-11.0
6227,27.0
6228,-2.0
6229,-21.0
6230,-1.0
6231,-11.0
6232,-9.0
6233,16.0
6234,-17.0
6235,-3.0
6236,-3.0
6237,-28.0
6238,-23.0
6239,111.0
6240,-10.0
6241,-1.0
6242,-11.0
6243,-19.0
6244,29.0
6245,86.0
6246,-12.0
6247,-6.0
6248,38.0
6249,-19.0
6250,-7.0
6251,10.0
6252,99.0
6253,-18.0
6254,13.0
6255,-27.0
6256,20.0
6257,15.0
6258,-11.0
6259,11.0
6260,-17.0
6261,9.0
6262,10.0
6263,30.0
6264,-12.0
6265,-18.0
6266,2.0
6267,-9.0
6268,36.0
6269,12.0
6270,15.0
6271,-9.0
6272,-4.0
6273,18.0
6274,-5.0
6275,1.0
6276,-7.0
6277,-18.0
6278,20.0
6279,1.0
6280,-10.0
6281,-5.0
6282,-1.0
6283,-16.0
6284,-9.0
6285,69.0
6286,18.0
6287,9.0
6288,-10.0
6289,-15.0
6290,8.0
6291,-5.0
6292,-6.0
6293,22.0
6294,-17.0
6295,89.0
6296,12.0
6297,-21.0
6298,-19.0
6299,7.0
6300,8.0
6301,-13.0
6302,-10.0
6303,
6304,8.0
6305,-11.0
6306,52.0
6307,-26.0
6308,-6.0
6309,-1.0
6310,65.0
6311,-33.0
6312,88.0
6313,8.0
6314,2.0
6315,-10.0
6316,20.0
6317,-11.0
6318,2.0
6319,5.0
6320,1.0
6321,192.0
6322,-18.0
6323,11.0
6324,-18.0
6325,-13.0
6326,14.0
6327,-5.0
6328,4.0
6329,-4.0
6330,8.0
6331,16.0
6332,29.0
6333,4.0
6334,9.0
6335,-5.0
6336,41.0
6337,0.0
6338,-4.0
6339,-17.0
6340,-61.0
6341,12.0
6342,35.0
6343,9.0
6344,-10.0
6345,-27.0
6346,-9.0
6347,77.0
6348,-5.0
6349,-21.0
6350,-13.0
6351,-11.0
6352,-18.0
6353,-4.0
6354,31.0
6355,57.0
6356,-2.0
6357,-6.0
6358,-17.0
6359,-19.0
6360,-12.0
6361,18.0
6362,17.0
6363,-23.0
6364,18.0
6365,17.0
6366,0.0
6367,0.0
6368,-22.0
6369,-9.0
6370,-21.0
6371,-32.0
6372,-7.0
6373,2.0
6374,-11.0
6375,5.0
6376,-9.0
6377,-17.0
6378,-9.0
6379,-5.0
6380,-6.0
6381,-11.0
6382,47.0
6383,-26.0
6384,-12.0
6385,160.0
6386,-5.0
6387,3.0
6388,-24.0
6389,16.0
6390,-22.0
6391,-15.0
6392,13.0
6393,-20.0
6394,-22.0
6395,3.0
6396,-23.0
6397,39.0
6398,-10.0
6399,-2.0
6400,-1.0
6401,-12.0
6402,-16.0
6403,106.0
6404,-4.0
6405,-27.0
6406,-8.0
6407,-3.0
6408,-16.0
6409,-13.0
6410,5.0
6411,-7.0
6412,-10.0
6413,7.0
6414,3.0
6415,-17.0
6416,-9.0
6417,-20.0
6418,-33.0
6419,-20.0
6420,-13.0
6421,2.0
6422,-17.0
6423,-19.0
6424,-4.0
6425,-13.0
6426,4.0
6427,-8.0
6428,-16.0
6429,78.0
6430,-18.0
6431,-19.0
6432,0.0
6433,-6.0
6434,-4.0
6435,-22.0
6436,40.0
6437,43.0
6438,10.0
6439,2.0
6440,-19.0
6441,-19.0
6442,37.0
6443,253.0
6444,-16.0
6445,-16.0
6446,4.0
6447,-12.0
6448,14.0
6449,57.0
6450,-20.0
6451,-11.0
6452,-8.0
6453,12.0
6454,-9.0
6455,2.0
6456,-11.0
6457,-24.0
6458,-6.0
6459,-17.0
6460,-7.0
6461,-8.0
6462,-18.0
6463,17.0
6464,-8.0
6465,-9.0
6466,0.0
6467,0.0
6468,19.0
6469,-8.0
6470,-5.0
6471,-22.0
6472,-14.0
6473,12.0
6474,-27.0
6475,-15.0
6476,6.0
6477,-19.0
6478,75.0
6479,-22.0
6480,-25.0
6481,-14.0
6482,23.0
6483,-11.0
6484,-17.0
6485,-13.0
6486,-16.0
6487,-8.0
6488,8.0
6489,-20.0
6490,-23.0
6491,-6.0
6492,-17.0
6493,-9.0
6494,-6.0
6495,-7.0
6496,58.0
6497,14.0
6498,6.0
6499,-26.0
6500,-11.0
6501,-11.0
6502,-10.0
6503,90.0
6504,23.0
6505,2.0
6506,-7.0
6507,72.0
6508,-11.0
6509,-14.0
6510,-26.0
6511,-40.0
6512,-40.0
6513,51.0
6514,-18.0
6515,-10.0
6516,-19.0
6517,1.0
6518,6.0
6519,-25.0
6520,-15.0
6521,16.0
6522,-3.0
6523,138.0
6524,258.0
6525,9.0
6526,-39.0
6527,-1.0
6528,176.0
6529,2.0
6530,40.0
6531,-2.0
6532,5.0
6533,-17.0
6534,8.0
6535,12.0
6536,-14.0
6537,-18.0
6538,-4.0
6539,0.0
6540,72.0
6541,38.0
6542,18.0
6543,-12.0
6544,42.0
6545,-14.0
6546,-9.0
6547,-6.0
6548,-13.0
6549,-6.0
6550,-39.0
6551,-11.0
6552,6.0
6553,57.0
6554,-22.0
6555,44.0
6556,-11.0
6557,-3.0
6558,34.0
6559,-7.0
6560,-20.0
6561,66.0
6562,-4.0
6563,-20.0
6564,122.0
6565,-5.0
6566,-23.0
6567,31.0
6568,5.0
6569,38.0
6570,138.0
6571,-25.0
6572,-11.0
6573,12.0
6574,28.0
6575,2.0
6576,6.0
6577,0.0
6578,19.0
6579,5.0
6580,-29.0
6581,37.0
6582,-8.0
6583,-11.0
6584,61.0
6585,64.0
6586,1.0
6587,-25.0
6588,25.0
6589,98.0
6590,-1.0
6591,-3.0
6592,-6.0
6593,90.0
6594,-11.0
6595,-8.0
6596,-17.0
6597,132.0
6598,0.0
6599,-1.0
6600,-6.0
6601,-12.0
6602,-33.0
6603,-18.0
6604,-20.0
6605,13.0
6606,-4.0
6607,-9.0
6608,-11.0
6609,-8.0
6610,-8.0
6611,-14.0
6612,-2.0
6613,-23.0
6614,71.0
6615,-21.0
6616,-24.0
6617,-12.0
6618,-3.0
6619,21.0
6620,6.0
6621,10.0
6622,-11.0
6623,-12.0
6624,-7.0
6625,11.0
6626,-30.0
6627,-5.0
6628,82.0
6629,0.0
6630,120.0
6631,-6.0
6632,94.0
6633,24.0
6634,6.0
6635,-10.0
6636,3.0
6637,-14.0
6638,-5.0
6639,-7.0
6640,-1.0
6641,9.0
6642,-19.0
6643,-21.0
6644,-12.0
6645,3.0
6646,15.0
6647,-4.0
6648,-2.0
6649,0.0
6650,9.0
6651,-6.0
6652,29.0
6653,-7.0
6654,-10.0
6655,-4.0
6656,-24.0
6657,256.0
6658,-8.0
6659,-6.0
6660,0.0
6661,55.0
6662,-31.0
6663,-14.0
6664,-11.0
6665,2.0
6666,-12.0
6667,7.0
6668,-13.0
6669,-10.0
6670,-12.0
6671,-16.0
6672,-15.0
6673,-22.0
6674,-31.0
6675,-7.0
6676,-17.0
6677,-11.0
6678,58.0
6679,-9.0
6680,-14.0
6681,7.0
6682,23.0
6683,63.0
6684,-20.0
6685,58.0
6686,4.0
6687,3.0
6688,19.0
6689,-24.0
6690,-1.0
6691,-16.0
6692,53.0
6693,0.0
6694,-5.0
6695,-30.0
6696,49.0
6697,-14.0
6698,-22.0
6699,-33.0
6700,18.0
6701,4.0
6702,-14.0
6703,-12.0
6704,405.0
6705,1.0
6706,9.0
6707,-8.0
6708,11.0
6709,10.0
6710,148.0
6711,23.0
6712,17.0
6713,-14.0
6714,-14.0
6715,1.0
6716,16.0
6717,11.0
6718,-7.0
6719,20.0
6720,-8.0
6721,-6.0
6722,-9.0
6723,-19.0
6724,-10.0
6725,-15.0
6726,
6727,-12.0
6728,-14.0
6729,96.0
6730,-9.0
6731,14.0
6732,-12.0
6733,-8.0
6734,-6.0
6735,2.0
6736,3.0
6737,-14.0
6738,-2.0
6739,-11.0
6740,8.0
6741,-7.0
6742,-23.0
6743,-8.0
6744,750.0
6745,-20.0
6746,-17.0
6747,172.0
6748,-5.0
6749,22.0
6750,-8.0
6751,-18.0
6752,5.0
6753,-40.0
6754,-5.0
6755,-18.0
6756,-8.0
6757,12.0
6758,0.0
6759,-4.0
6760,-10.0
6761,33.0
6762,-38.0
6763,-4.0
6764,-1.0
6765,-20.0
6766,-30.0
6767,0.0
6768,2.0
6769,31.0
6770,-22.0
6771,-2.0
6772,18.0
6773,84.0
6774,-35.0
6775,-11.0
6776,2.0
6777,27.0
6778,-10.0
6779,-24.0
6780,1.0
6781,-32.0
6782,-24.0
6783,-13.0
6784,14.0
6785,-20.0
6786,-6.0
6787,-13.0
6788,-17.0
6789,-29.0
6790,-16.0
6791,116.0
6792,-6.0
6793,7.0
6794,-10.0
6795,-1.0
6796,8.0
6797,-26.0
6798,-11.0
6799,0.0
6800,-8.0
6801,-7.0
6802,-15.0
6803,2.0
6804,-14.0
6805,-1.0
6806,2.0
6807,-1.0
6808,-4.0
6809,-21.0
6810,-6.0
6811,-26.0
6812,-3.0
6813,-22.0
6814,10.0
6815,37.0
6816,83.0
6817,0.0
6818,104.0
6819,-25.0
6820,129.0
6821,-12.0
6822,-16.0
6823,-14.0
6824,-13.0
6825,-2.0
6826,151.0
6827,-36.0
6828,47.0
6829,27.0
6830,-2.0
6831,4.0
6832,-1.0
6833,-14.0
6834,26.0
6835,-16.0
6836,-11.0
6837,41.0
6838,0.0
6839,38.0
6840,-9.0
6841,-8.0
6842,-21.0
6843,-4.0
6844,-2.0
6845,-5.0
6846,-23.0
6847,-13.0
6848,5.0
6849,-8.0
6850,-6.0
6851,8.0
6852,-18.0
6853,-7.0
6854,-18.0
6855,23.0
6856,-5.0
6857,-30.0
6858,-3.0
6859,-8.0
6860,25.0
6861,-26.0
6862,-8.0
6863,-11.0
6864,6.0
6865,-35.0
6866,-19.0
6867,-12.0
6868,2.0
6869,-7.0
6870,-10.0
6871,3.0
6872,-20.0
6873,75.0
6874,-10.0
6875,-23.0
6876,32.0
6877,-10.0
6878,-4.0
6879,-19.0
6880,-1.0
6881,41.0
6882,-7.0
6883,-1.0
6884,-6.0
6885,-7.0
6886,-7.0
6887,93.0
6888,3.0
6889,-12.0
6890,10.0
6891,-13.0
6892,-7.0
6893,-7.0
6894,25.0
6895,-6.0
6896,14.0
6897,-20.0
6898,-6.0
6899,18.0
6900,6.0
6901,48.0
6902,-7.0
6903,-15.0
6904,-7.0
6905,-24.0
6906,-1.0
6907,14.0
6908,-14.0
6909,-4.0
6910,30.0
6911,13.0
6912,-25.0
6913,-10.0
6914,-35.0
6915,-6.0
6916,-6.0
6917,12.0
6918,7.0
6919,97.0
6920,-1.0
6921,-1.0
6922,-12.0
6923,143.0
6924,53.0
6925,-8.0
6926,-18.0
6927,52.0
6928,-5.0
6929,-10.0
6930,-14.0
6931,-16.0
6932,-15.0
6933,-14.0
6934,-4.0
6935,-12.0
6936,-25.0
6937,0.0
6938,-14.0
6939,8.0
6940,2.0
6941,4.0
6942,-25.0
6943,3.0
6944,63.0
6945,-9.0
6946,240.0
6947,16.0
6948,3.0
6949,6.0
6950,-18.0
6951,-16.0
6952,-24.0
6953,36.0
6954,11.0
6955,-31.0
6956,26.0
6957,-1.0
6958,-15.0
6959,-3.0
6960,-5.0
6961,3.0
6962,-21.0
6963,8.0
6964,-13.0
6965,38.0
6966,-13.0
6967,4.0
6968,-1.0
6969,-26.0
6970,-4.0
6971,38.0
6972,-7.0
6973,-2.0
6974,-16.0
6975,-4.0
6976,47.0
6977,-6.0
6978,-26.0
6979,82.0
6980,8.0
6981,58.0
6982,35.0
6983,-22.0
6984,84.0
6985,-10.0
6986,-25.0
6987,3.0
6988,10.0
6989,2.0
6990,-14.0
6991,0.0
6992,-14.0
6993,-9.0
6994,3.0
6995,-4.0
6996,-4.0
6997,40.0
6998,-14.0
6999,9.0
7000,-13.0
7001,-27.0
7002,-14.0
7003,47.0
7004,4.0
7005,1.0
7006,20.0
7007,-14.0
7008,11.0
7009,13.0
7010,-42.0
7011,-11.0
7012,20.0
7013,-8.0
7014,3.0
7015,14.0
7016,593.0
7017,24.0
7018,-8.0
7019,53.0
7020,-26.0
7021,-5.0
7022,-20.0
7023,-31.0
7024,-2.0
7025,12.0
7026,-16.0
7027,17.0
7028,-14.0
7029,13.0
7030,4.0
7031,-3.0
7032,-36.0
7033,72.0
7034,-13.0
7035,-11.0
7036,-25.0
7037,-20.0
7038,-17.0
7039,-4.0
7040,9.0
7041,-27.0
7042,25.0
7043,45.0
7044,733.0
7045,-14.0
7046,-6.0
7047,-19.0
7048,7.0
7049,-8.0
7050,49.0
7051,-14.0
7052,-13.0
7053,-12.0
7054,63.0
7055,-27.0
7056,-3.0
7057,-16.0
7058,2.0
7059,-3.0
7060,-17.0
7061,-30.0
7062,-2.0
7063,-11.0
7064,64.0
7065,-10.0
7066,-11.0
7067,-11.0
7068,-6.0
7069,72.0
7070,44.0
7071,111.0
7072,-8.0
7073,19.0
7074,-10.0
7075,-4.0
7076,27.0
7077,61.0
7078,-21.0
7079,-27.0
7080,-13.0
7081,115.0
7082,8.0
7083,110.0
7084,5.0
7085,-11.0
7086,46.0
7087,48.0
7088,6.0
7089,92.0
7090,-25.0
7091,-5.0
7092,-27.0
7093,-10.0
7094,-2.0
7095,-16.0
7096,92.0
7097,4.0
7098,16.0
7099,-9.0
7100,28.0
7101,-41.0
7102,5.0
7103,22.0
7104,16.0
7105,-13.0
7106,-12.0
7107,-15.0
7108,5.0
7109,-25.0
7110,-15.0
7111,-7.0
7112,-5.0
7113,-16.0
7114,111.0
7115,-5.0
7116,64.0
7117,-7.0
7118,23.0
7119,-13.0
7120,-2.0
7121,37.0
7122,-8.0
7123,-19.0
7124,235.0
7125,-15.0
7126,20.0
7127,
7128,-7.0
7129,3.0
7130,-12.0
7131,-1.0
7132,-13.0
7133,0.0
7134,-24.0
7135,-27.0
7136,-4.0
7137,5.0
7138,-12.0
7139,-27.0
7140,-10.0
7141,5.0
7142,-10.0
7143,-7.0
7144,-41.0
7145,-13.0
7146,40.0
7147,-13.0
7148,-29.0
7149,-8.0
7150,-2.0
7151,10.0
7152,14.0
7153,-24.0
7154,24.0
7155,-21.0
7156,-18.0
7157,-1.0
7158,3.0
7159,-16.0
7160,-35.0
7161,36.0
7162,-8.0
7163,72.0
7164,-17.0
7165,-8.0
7166,5.0
7167,-13.0
7168,-15.0
7169,1.0
7170,-19.0
7171,-18.0
7172,-6.0
7173,-32.0
7174,10.0
7175,-13.0
7176,-12.0
7177,27.0
7178,86.0
7179,-30.0
7180,26.0
7181,14.0
7182,-9.0
7183,15.0
7184,-9.0
7185,18.0
7186,-12.0
7187,-16.0
7188,-3.0
7189,-14.0
7190,2.0
7191,18.0
7192,-39.0
7193,1.0
7194,25.0
7195,-17.0
7196,-1.0
7197,-5.0
7198,9.0
7199,-4.0
7200,-18.0
7201,-12.0
7202,9.0
7203,14.0
7204,-29.0
7205,-1.0
7206,-22.0
7207,-11.0
7208,-13.0
7209,-10.0
7210,-1.0
7211,-6.0
7212,11.0
7213,68.0
7214,8.0
7215,33.0
7216,-1.0
7217,-21.0
7218,24.0
7219,50.0
7220,-6.0
7221,-3.0
7222,-23.0
7223,-8.0
7224,27.0
7225,4.0
7226,9.0
7227,-14.0
7228,10.0
7229,-8.0
7230,-14.0
7231,-19.0
7232,5.0
7233,16.0
7234,-23.0
7235,-16.0
7236,5.0
7237,-7.0
7238,7.0
7239,36.0
7240,4.0
7241,-12.0
7242,-15.0
7243,-15.0
7244,0.0
7245,-1.0
7246,3.0
7247,-4.0
7248,16.0
7249,-21.0
7250,10.0
7251,2.0
7252,-10.0
7253,25.0
7254,1.0
7255,-10.0
7256,-28.0
7257,-22.0
7258,-2.0
7259,16.0
7260,-11.0
7261,-8.0
7262,148.0
7263,16.0
7264,-6.0
7265,29.0
7266,-21.0
7267,-11.0
7268,-1.0
7269,-3.0
7270,20.0
7271,-7.0
7272,-15.0
7273,115.0
7274,-21.0
7275,16.0
7276,-16.0
7277,-2.0
7278,-15.0
7279,-25.0
7280,1.0
7281,4.0
7282,48.0
7283,-8.0
7284,172.0
7285,14.0
7286,-11.0
7287,133.0
7288,-23.0
7289,-7.0
7290,2.0
7291,-12.0
7292,23.0
7293,7.0
7294,19.0
7295,8.0
7296,0.0
7297,2.0
7298,1.0
7299,1.0
7300,-10.0
7301,-2.0
7302,21.0
7303,-25.0
7304,-25.0
7305,-5.0
7306,-15.0
7307,-11.0
7308,2.0
7309,-1.0
7310,-10.0
7311,-49.0
7312,-17.0
7313,41.0
7314,5.0
7315,-22.0
7316,-23.0
7317,-8.0
7318,0.0
7319,-17.0
7320,-13.0
7321,-14.0
7322,9.0
7323,-3.0
7324,-3.0
7325,-14.0
7326,4.0
7327,85.0
7328,35.0
7329,8.0
7330,-21.0
7331,12.0
7332,-28.0
7333,-12.0
7334,-9.0
7335,-25.0
7336,14.0
7337,-20.0
7338,15.0
7339,5.0
7340,7.0
7341,-8.0
7342,-16.0
7343,39.0
7344,13.0
7345,-18.0
7346,36.0
7347,-12.0
7348,-23.0
7349,-11.0
7350,-8.0
7351,76.0
7352,-11.0
7353,-12.0
7354,20.0
7355,-24.0
7356,43.0
7357,-16.0
7358,10.0
7359,-1.0
7360,-4.0
7361,2.0
7362,-5.0
7363,-9.0
7364,33.0
7365,44.0
7366,55.0
7367,2.0
7368,-2.0
7369,8.0
7370,3.0
7371,-10.0
7372,-10.0
7373,-50.0
7374,-24.0
7375,-32.0
7376,-26.0
7377,-6.0
7378,148.0
7379,44.0
7380,-4.0
7381,-27.0
7382,-19.0
7383,-2.0
7384,-13.0
7385,-11.0
7386,-29.0
7387,3.0
7388,82.0
7389,176.0
7390,196.0
7391,-12.0
7392,13.0
7393,-6.0
7394,113.0
7395,-13.0
7396,-12.0
7397,2.0
7398,-3.0
7399,10.0
7400,-17.0
7401,
7402,26.0
7403,1.0
7404,-5.0
7405,55.0
7406,11.0
7407,-17.0
7408,33.0
7409,-2.0
7410,-13.0
7411,37.0
7412,-6.0
7413,-1.0
7414,-21.0
7415,-17.0
7416,-44.0
7417,-25.0
7418,-15.0
7419,-24.0
7420,-10.0
7421,30.0
7422,-6.0
7423,-11.0
7424,-2.0
7425,-28.0
7426,-33.0
7427,-16.0
7428,-20.0
7429,-30.0
7430,-16.0
7431,0.0
7432,7.0
7433,-11.0
7434,3.0
7435,3.0
7436,8.0
7437,-10.0
7438,-12.0
7439,-16.0
7440,-10.0
7441,7.0
7442,-11.0
7443,56.0
7444,5.0
7445,184.0
7446,29.0
7447,-11.0
7448,-20.0
7449,8.0
7450,26.0
7451,139.0
7452,38.0
7453,16.0
7454,-23.0
7455,-22.0
7456,-13.0
7457,-23.0
7458,16.0
7459,10.0
7460,98.0
7461,-16.0
7462,0.0
7463,43.0
7464,-18.0
7465,-14.0
7466,0.0
7467,-10.0
7468,141.0
7469,-4.0
7470,17.0
